0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
JLPT-N2	141	銅	どう	Noun	1.-copper (Cu)	2.-bronze (medal)	3.-Copper																								
JLPT-N2	142	包装	ほうそう	Noun, Suru verb	1.-packing; wrapping	2.-Packaging and labeling																									
JLPT-N2	143	電柱	でんちゅう	Noun	1.-utility pole; power pole; telephone pole; telegraph pole; lightpole	2.-Utility pole																									
JLPT-N2	144	商社	しょうしゃ	Noun	1.-trading company	2.-Sogo shosha																									
JLPT-N2	145	分布	ぶんぷ	Noun, Suru verb	1.-distribution; allocation	2.-Distribution																									
JLPT-N2	146	学年	がくねん	Noun	1.-academic year; school year	2.-year in school; grade in school	3.-Educational stage																								
JLPT-N2	147	深夜	しんや	Adverbial noun, Temporal noun	1.-late at night	2.-Midnight																									
JLPT-N2	148	先祖	せんぞ	Noun, No-adjective	1.-ancestor	2.-Ancestor																									
JLPT-N2	149	行列	ぎょうれつ	Noun, Suru verb	1.-line; queue; procession; parade	2.-matrix	3.-Matrix (mathematics)																								
JLPT-N2	150	引き分け	ひわ	Noun	1.-draw (in competition); tie game	2.-Tie (draw)																									
JLPT-N2	151	手前	てまえ	Noun	1.-before oneself; in front of one; nearby	2.-a bit before reaching (a location); this side (of a location)	3.-one's standpoint; one's appearance; face; honour	4.-skill; dexterity; artistry; ingenuity	5.-tea-ceremony procedures	6.-I; me	7.-you	8.-Lead (leg)																			
JLPT-N2	152	和服	わふく	Noun	1.-Japanese clothes	2.-Kimono																									
JLPT-N2	153	統一	とういつ	Noun, Suru verb	1.-unity; consolidation; uniformity; unification; compatible	2.-Political union																									
JLPT-N2	154	記号	きごう	Noun, No-adjective	1.-symbol; code; sign; notation	2.-Sign (semiotics)																									
JLPT-N2	155	包丁	ほうちょう	Noun	1.-kitchen knife; carving knife	2.-cooking; food	3.-Japanese cutlery																								
JLPT-N2	156	太鼓	たいこ	Noun, No-adjective	1.-drum	2.-Drum																									
JLPT-N2	157	表紙	ひょうし	Noun	1.-cover (of a book, magazine, etc.); binding	2.-appearing on the cover of a magazine	3.-Book cover																								
JLPT-N2	158	竹	たけ	Noun	1.-bamboo (any grass of subfamily Bambusoideae)	2.-middle (of a three-tier ranking system)	3.-Bamboo	4.-タケ																							
JLPT-N2	159	園芸	えんげい	Noun, No-adjective	1.-horticulture; gardening	2.-Gardening																									
JLPT-N2	160	煮る	に	Ichidan verb, Transitive verb	1.-to boil; to simmer; to stew; to seethe	2.-Simmering																									
JLPT-N2	161	漁師	りょうし	Noun	1.-fisherman	2.-Fisherman																									
JLPT-N2	162	光線	こうせん	Noun	1.-beam; light ray	2.-Ray (optics)																									
JLPT-N2	163	原理	げんり	Noun	1.-principle; theory; fundamental truth	2.-Principle																									
JLPT-N2	164	中年	ちゅうねん	Noun, No-adjective	1.-middle-age; middle age; midlife; one's middle years	2.-Middle age																									
JLPT-N2	165	温室	おんしつ	Noun	1.-greenhouse; hothouse; conservatory; glasshouse	2.-Greenhouse																									
JLPT-N2	166	農産物	のうさんぶつ	Noun	1.-agricultural produce	2.-Crop																									
JLPT-N2	167	通路	つうろ	Noun	1.-passage; pathway; roadway; avenue; aisle	2.-Aisle																									
JLPT-N2	168	宴会	えんかい	Noun	1.-party; banquet; reception; feast; dinner	2.-Banquet																									
JLPT-N2	169	親指	おやゆび	Noun	1.-thumb	2.-Thumb																									
JLPT-N2	170	平日	へいじつ	Adverbial noun, Noun	1.-weekday; ordinary days (i.e. non-holiday)	2.-kanji radical 73	3.-Weekday																								
JLPT-N2	171	測定	そくてい	Noun, Suru verb	1.-measurement	2.-Measurement																									
JLPT-N2	172	体操	たいそう	Noun, Suru verb, No-adjective	1.-gymnastics; physical exercises; calisthenics	2.-Gymnastics																									
JLPT-N2	173	古典	こてん	Noun	1.-classic (work, esp. book); the classics	2.-Classical																									
JLPT-N2	174	編集	へんしゅう	Noun, Suru verb	1.-editing; compilation	2.-Editing																									
JLPT-N2	175	集合	しゅうごう	Noun, Suru verb, No-adjective	1.-gathering; assembly; meeting	2.-set	3.-Set (mathematics)																								
JLPT-N2	176	算数	さんすう	Noun, No-adjective	1.-arithmetic	2.-Elementary mathematics																									
JLPT-N2	177	口紅	くちべに	Noun, No-adjective	1.-lipstick	2.-Lipstick																									
JLPT-N2	178	電球	でんきゅう	Noun	1.-light bulb	2.-Incandescent light bulb																									
JLPT-N2	179	淡水	たんすい	Noun, No-adjective	1.-fresh water (i.e. not salt water)	2.-Fresh water																									
JLPT-N2	180	文房具	ぶんぼうぐ	Noun	1.-stationery	2.-Stationery																									
JLPT-N2	181	摩擦	まさつ	Noun, Suru verb	1.-friction; rubbing; chafing	2.-discord; friction; strife; conflict	3.-Friction																								
JLPT-N2	182	交流	こうりゅう	Noun, Suru verb	1.-(cultural) exchange; interchange; interaction; (inter-) mingling; (social, etc.) networking; intercourse	2.-alternating current; AC	3.-Alternating current																								
JLPT-N2	183	大学院	だいがくいん	Noun	1.-graduate school	2.-Graduate school																									
JLPT-N2	184	文房具	ぶんぼうぐ	Noun	1.-stationery	2.-Stationery																									
JLPT-N2	185	水蒸気	すいじょうき	Noun	1.-water vapour; water vapor; steam	2.-Water vapor																									
JLPT-N2	186	水分	すいぶん	Noun	1.-water; liquid; fluid; moisture; humidity; sap; juice	2.-Moisture																									
JLPT-N2	187	自然科学	しぜんかがく	Noun, No-adjective	1.-natural science	2.-Natural science																									
JLPT-N2	188	水平	すいへい	Na-adjective, No-adjective, Noun	1.-horizontal; level; even	2.-Horizontal plane																									
JLPT-N2	189	複数	ふくすう	No-adjective, Noun	1.-plural; multiple; several	2.-Plural																									
JLPT-N2	190	電波	でんぱ	Noun	1.-radio wave; reception; signal	2.-saying strange things	3.-Radio waves	4.-デムパ、デンパ																							
JLPT-N2	191	俳句	はいく	Noun	1.-haiku; 17-mora poem, usu. in 3 lines of 5, 7 and 5 morae	2.-Haiku																									
JLPT-N2	192	餅	もち	Noun	1.-mochi; (sticky) rice cake	2.-Mochi																									
JLPT-N2	193	性別	せいべつ	Noun	1.-gender; distinction of sex; sex	2.-Sex																									
JLPT-N2	194	確率	かくりつ	Noun	1.-probability; likelihood; chances	2.-Probability																									
JLPT-N2	195	税関	ぜいかん	Noun	1.-customs; customs house	2.-Customs																									
JLPT-N2	196	売買	ばいばい	Noun, Suru verb	1.-trade; buying and selling; trafficking (e.g. of humans, arms, drugs); dealing	2.-Contract of sale																									
JLPT-N2	197	垂直	すいちょく	Na-adjective, Noun, No-adjective	1.-vertical	2.-perpendicular	3.-Perpendicular																								
JLPT-N2	198	歯磨き	はみが	Noun, Suru verb	1.-dental brushing; brushing one's teeth	2.-dentifrice; toothpaste; tooth powder	3.-Tooth brushing																								
JLPT-N2	199	名刺	めいし	Noun	1.-business card	2.-Business card																									
JLPT-N2	200	童話	どうわ	Noun	1.-children's story; fairy tale	2.-Fairy tale																									
JLPT-N2	201	灯台	とうだい	Noun	1.-lighthouse	2.-old-fashioned interior light fixture comprising a wooden pole with an oil-filled dish and a wick atop it	3.-Lighthouse																								
JLPT-N2	202	紫	むらさき	Noun	1.-purple; violet	2.-Lithospermum erythrorhizon (species of gromwell)	3.-type of soy sauce	4.-Purple																							
JLPT-N2	203	役所	やくしょ	Noun	1.-government office; public office	2.-Seat of local government																									
JLPT-N2	204	漁業	ぎょぎょう	Noun, No-adjective	1.-fishing (industry)	2.-Fishery																									
JLPT-N2	205	童話	どうわ	Noun	1.-children's story; fairy tale	2.-Fairy tale																									
JLPT-N2	206	吐き気	はけ	Noun	1.-nausea; sickness in the stomach	2.-Nausea																									
JLPT-N2	207	鉱物	こうぶつ	Noun	1.-mineral	2.-Mineral																									
JLPT-N2	208	会館	かいかん	Noun	1.-meeting hall; assembly hall	2.-Kongsi																									
JLPT-N2	209	名刺	めいし	Noun	1.-business card	2.-Business card																									
JLPT-N2	210	電流	でんりゅう	Noun	1.-electric current	2.-Electric current																									
JLPT-N2	211	工夫	くふう	Noun, Suru verb	1.-scheme; device; scheming; devising; figuring out; coming up with; solving ingeniously	2.-dedication to spiritual improvement (esp. through Zen meditation)	3.-Kung fu (term)																								
JLPT-N2	212	貨物	かもつ	Noun	1.-cargo; freight	2.-money or assets	3.-Cargo																								
JLPT-N2	213	随筆	ずいひつ	Noun	1.-essays; miscellaneous writings; literary jottings	2.-Essay																									
JLPT-N2	214	歯車	はぐるま	Noun	1.-gear; cogwheel	2.-Gear																									
JLPT-N2	215	洗剤	せんざい	Noun	1.-detergent; cleanser; cleaning agent; washing material	2.-Detergent																									
